text_a	label
（ 加 了 中 成 药 优 福 灵 ） 中 途 在 医 生 建 议 下 加 入 吡 嗪 酰 胺 0 . 7 5 隔 天 服 用 但 是 现 在 又 发 关 节 炎 所 以 吡 嗪 酰 胺 也 不 能 用 了 。	B I E B I E B I E O B E O B E B E O B E B I I E B I I E B E B E B E B E B E B I E B E B I I E O B E B E O
请 问 有 什 么 其 他 办 法 ？	B E O B E B E B E O
其 他 药 物 都 会 诱 发 癫 痫 ，	B E B E B E B E B E O
还 有 的 就 是 注 射 类 的 很 不 方 便 ， 如 果 是 两 种 不 会 产 生 耐 药 性 是 最 好 了 ？	B E O B E B I E O O O B E O B E O B E B E B E B I E O B E O O
.	O
9 . 2 3 号 做 的 鼻 中 隔 偏 曲 手 术 ， 现 在 睡 觉 还 打 呼 噜 ， 有 憋 气 ， 能 做 喉 咙 的 手 术 吗 ？	B I I E O O O B I I I E B E O B E B E O O B E O O B E O O O B E O B E O O
一 般 隔 多 久 能 做 ？	B E O B E O O O
经 常 夜 间 胃 痛 发 作 ， 疼 痛 时 间 久 ， 疼 痛 难 忍 ！	B E B E B E B E O B E B E O O B E B E O
射 频 消 融 术 后 一 个 多 月 了 ， 心 律 一 直 在 1 0 0 之 间	B I I I E O B I E O O O B E B E O B I E B E
胃 炎 半 年 ， 晨 起 恶 心 ， 经 常 胃 不 舒 服 。	B E B E O B E B E O B E O O B E O
胃 表 面 有 红 点 。	O B E O B E O
吃 什 么 药 ？	O B E O O
做 胃 镜 检 查 ， 胃 里 有 0 . 5 * 0 . 5 的 息 肉 ， 表 面 光 滑 。	O B E B E O O O O B I I I I I E O B E O B E B E O
需 要 做 手 术 吗 ？	B E O B E O O
打 呼 噜 太 响	O B E B E
我 母 亲 得 病 近 5 年 ， 一 开 始 吃 西 地 那 非 ， 自 2 0 1 6 年 底 频 繁 休 克 ， 去 齐 鲁 医 院 检 查 ， 有 栓 ， 加 上 波 生 坦 ， 有 所 效 果 ，	O B E B E O O O O O B E O B I I E O O B I I E B E B E B E O O B I I E B E O B E O B E B I E O B E B E O
但 伤 肝 ， 只 能 吃 1 片 ， 吃 着 护 肝 药 。	O B E O B E O O O O B E B E O O
同 时 西 地 那 非 一 天 3 次 ， 吃 华 法 林 。	B E B I I E B E O O O O B I E O
这 种 情 况 手 术 还 考 虑 吗 ？	B E B E B E O B E O O
我 妈 家 族 姊 妹 几 个 都 有 静 脉 曲 张 或 栓 。	O O B E B E B E B E B I I E O O O
我 妈 最 厉 害 ，	O O O B E O
是 肺 里 。	O B E O
体 检 时 腹 部 彩 超 说 是 胆 囊 炎 ， 肝 内 管 有 结 石 一 个 （ 一 个 小 光 斑 ）	B E O B E B E B E B I E O B I E O B E B E O B E B I E O
左 腿 神 经 麻 痹 ， 一 条 腿 粗 一 条 腿 细 ， 左 脚 不 能 上 翻	B E B E B E O B E B E B E B E O B E B E B E
眼 镜 犯 困 ， 按 压 眼 球 痛 ， 头 沉 ， 呆 ， 颈 项 肩 按 压 有 痛 点 ， 思 维 记 忆 力 差 ， 疲 劳	B E B E O B E B E O O B E O O O O O O B E O B E O B E B I E O O B E
我 妈 妈 于 6 月 1 0 日 脑 出 血 ， 诊 断 为 静 脉 窦 血 栓 ， 治 疗 期 间 出 现 右 下 肢 肿 涨 ， 诊 断 为 右 下 肢 静 脉 血 栓 形 成 ， 检 查 肺 部 ，	O B E O O O B E O B I E O B E O B I I I E O B E B E B E O B E B E O B E O B I I I I I I I E O B E B E O
发 现 肺 动 脉 血 栓 。	B E B I I I E O
期 间 出 现 继 发 性 癫 痫 ， 肺 部 感 染 ， 胸 腔 积 液 。	B E B E B I E B E O B E B E O B E B E O
当 地 的 医 生 告 诉 我 这 是 易 栓 症 。	B E O B E B E O B E B I E O
现 在 我 妈 妈 现 在 一 喝 水 就 会 呛 咳 是 怎 么 回 事 呢 ？	B E O B E B E O B E B E B E O B E B E O O
她 都 不 敢 喝 水 了 。	O O B E B E O O
血 红 蛋 白 这 几 天 急 剧 下 降 到 6 6 了 ，	B I I E O B E B E B E O B E O O
这 又 是 什 么 原 因 呢 ？	O B E B E B E O O
现 在 没 有 感 到 什 么 不 舒 服 的 感 觉 ， 只 有 高 血 压 老 慢 支	B E B E B E B E O B E O B E O B E B I E O B E
晚 上 经 常 打 呼 噜	B E B E O B E
请 问 拜 瑞 妥 是 治 疗 血 栓 溶 栓 的 药 吗 ？	B E B I E O B E B I I E O O O O
和 华 法 林 有 治 疗 药 效 上 的 区 别 吗 ？	O B I E O B I E B E O B E O O
没 有 家 族 史 ， 全 身 没 有 力 气 干 不 了 重 活 ， 胸 部 正 侧 位 片	B E B I E O B E B E B E B I E B E O B I I I I E
恶 黑 转 移 双 肺 多 发 结 节 ， 现 在 是 肺 继 发 恶 性 肿 瘤 胸 腔 积 液 。	B E B E B E B I I E O B E O B I E B E B E B I I E O
已 做 过 胸 腔 引 流 和 药 物 治 疗 。	B I E B I I E B I E B E O
胸 腔 引 流 管 未 拆 除 ， 无 家 族 失	B E B I E O B E O O B I E
胸 闷 ， 口 苦 ， 牙 龈 出 血 ， 舌 苔 黄 厚 ， 易 疲 惫 ， 腿 困 ， 脊 背 痛 。	B E O B E O B E B E O B E B E O O B E O B E O B E O O
打 呼 噜 好 几 年 了 近 两 年 感 觉 比 较 明 显 ， 基 本 晚 上 睡 觉 都 会 打 呼 噜 有 气 候 一 口 气 上 不 来 的 半 分 钟 左 右 ， 有 时 候 给 自 己 都 憋 醒 了 。	O B E O B E O O B E B E B E B E O B E B E B E B E O B E O B E B I E O B E O B I E B E O B I E O B E O B E O O
0 8 查 出 胃 溃 疡 ， 后 吃 药 有 好 转 ， 今 年 开 始 下 腹 部 有 时 隐 痛 ， 上 腹 部 有 时 也 有 隐 痛 ， 有 涨 气 ， 饭 前 空 腹 饥 饿 心 慌 ， 大 便 不 规 则 ，	B E B E B I E O O B E O B E O B E B E B I E B E B E O B I E B E B I I E O O B E O B E B E B E B E O B E B I E O
不 成 型 ， 有 时 便 秘 ， 不 是 硬 就 是 稀 便 。	B I E O B E B E O B E O B E B E O
（ 降 结 肠 ） 腺 瘤 性 息 肉 ， 伴 部 分 腺 上 皮 低 级 别 内 瘤 变 （ 轻 度 异 型 增 生 。	O B I E B I I E B E O O B E B I E B I E B I E B I E B E B E O
（ 球 部 ） 符 合 增 生 性 息 肉 。	O B E O B E B I E B E O
以 前 白 天 累 了 晚 上 睡 觉 打 呼 ， 这 两 月 天 天 打 呼	B E B E B E B E B E B E O O B E B E B E
现 在 做 磁 共 振 显 示 胆 管 上 结 石 。	B E O B I E B E B I E B E O
胰 腺 囊 肿 和 肝 上 有 血 管 瘤 多 方 面 病 因	B E B E O B E O B I E B I E B E
头 痛 ， 头 闷 胀 ， 后 枕 部 胀 疼 ， 鼻 根 发 胀 ， 脖 子 后 背 也 酸 痛 ， 心 里 不 舒 服 闷 热 ， 提 不 起 精 神 头 疼 ， 头 顶 重 压 感 ， 头 沉 脑 胀 ，	B E O O B E O O B E B E O B E B E O B E B E O B E O B E O B E B E O B I E B E B E O B E B I E O B E B E O
鼻 根 面 部 发 胀 ， 脖 子 僵 硬 拿 劲 ， 心 情 不 舒 畅 压 抑 ， 症 状 两 年 多 了	B E B E B E O B E B E B E O B E O B E B E O B E B I E O
睡 觉 打 呼 噜	B E O B E
6 月 2 3 号 起 ， 因 胸 口 疼 引 起 了 反 复 发 烧 ， 一 个 星 期 后 ， 去 医 院 检 查 ， 医 生 说 胸 腔 积 液 ， 要 求 住 院 ， 住 院 时 期 ， 医 生 检 查 照 片 说 可 能 胸 腔 积 液 引 起 了 胸 膜 炎 ？	O O B E O O O O B E O B E O B E B E O B E B E O O O B E B E O B E O B I I E O B E B E O B E B E O B E B E B E O B E B I I E B E O B I E O
？	O
医 生 一 直 无 法 确 诊 。	B E B E B E B E O
在 医 院 期 间 ，	O B E B E O
医 生 就 做 胸 膜 炎 治 疗 。	B E O O B I E B E O
住 院 一 个 星 期 后 出 院 ， 医 生 开 药 吃 治 疗 ， 最 近 停 药 了 。	B E B E B E O B E O B E B E O B E O B E B E O O
恢 复 良 好 ， 精 神 良 好 。	B E B E O B E B E O
请 问 一 下 医 生 ，	B E O O B E O
从 片 子 来 看 ， 是 不 是 胸 膜 炎 ？	O B E B E O O B E B I E O
？	O
？	O
需 不 需 要 接 着 吃 药 质 量 ？	O O B E B E O O B E O
？	O
之 前 有 過 石 頭 卡 在 膽 管 內 視 鏡 取 出	B E B E B E O O B I E B E B E
右 腹 部 悶 悶 痛	B I E B I E
一 个 月 前 由 于 心 肌 炎 住 院 ， 现 在 已 出 院 一 个 月 4 5 天 ， 近 一 周 在 缺 氧 或 累 了 后 伴 有 心 痛 的 感 觉 。	B E O O B E B I E B E O B E O B E B E O B E O O O B E O B E O B E O B E B E O B E O
做 了 一 个 腿 上 的 静 脉 曲 张 手 术 才 有 了 这 个 病 症	B E B E B E O B I I I I E O O O B E B E
暂 时 没 有 了	B E B E O
原 来 从 不 打 呼 ， 现 在 会 打 呼 ， 没 有 张 口 睡 觉 ， 等 二 天 起 床 嗓 子 特 别 疼	B E B E B E O B E O B E O B E B E B E O O B E B E B E B E O
没 有 家 族 史 ， 人 到 中 年 就 开 始 打 呼 噜 了 ， 严 重 的 话 会 透 不 过 气 ， 憋 的 一 身 汗 ， 会 自 己 醒 过 来 。	B E B I E O O O B E O B E O B E O O B E O O O B I I E O B E B I E O O B E B I E O
2 0 1 3 年 在 交 大 第 一 附 院 肝 胆 外 科 准 备 做 胆 囊 切 除 术 ， 因 为 当 时 是 泥 沙 性 胆 结 石 ， 当 时 大 夫 说 可 以 暂 时 不 做 手 术 ，	B I I E O O B E B I I E B I I E B E O B I I I E O B E B E O B I E B I E O B E B E O B E B E B E B E O
以 后 石 头 大 了 在 做 ， 复 发 几 率 小 ， 以 后 也 有 可 能 可 以 做 保 胆 取 石 手 术 ， 我 本 人 没 有 明 显 症 状 ， 现 在 最 大 石 头 1 2 m m ，	B E B E B E B E O B E B E O O B E B E B E B E O B I I I I E O O B E B E B E B E O B E B E B E B E B E O
有 好 多 颗 ， 现 在 可 以 吃 油 腻 ， 以 及 一 次 2 颗 鸡 蛋 ， 不 会 出 现 疼 痛 ， 想 了 解 一 下 ， 我 可 不 可 以 做 保 胆 取 石 手 术 ？	O B E O O B E B E O B E O B E B E O O B E O B E B E B E O O B E B E O O O O B E O B I I I I E O
之 前 有 表 弟 有 肺 结 核 在 我 家 住 过 一 段 时 间 ， 今 年 4 月 份 时 查 出 尿 毒 症 ， 肺 结 核 病 也 没 好 ， 也 在 我 家 住 过 一 段 时 间 。	B E O B E O B I E O O O B E B E B E O B E O B I E B E B I E O B I I E O B E O O O O O B E B E B E O
不 知 道 他 这 个 肺 结 核 的 病 是 否 是 这 么 传 染 的 。	O B E O B E B I E O O B E B I E B E O O
现 在 他 的 症 状 是 2 5 号 晚 上 吐 血 ，	B E O O B E O B E O B E B E O
2 6 号 一 早 查 出 结 果 。	B E O B E B E B E O
住 院 输 液 止 血 消 炎 ， 开 了 肺 结 核 的 药 ， 吃 了 两 次 昨 天 再 比 抽 血 ， 今 天 结 果 出 来 说 肝 损 伤 ， 停 肺 结 核 药 保 肝	B E B E B E B E O B E B I E O O O B E B E B E O O B E O B E B E B E O B I E O O B I I E B E
打 呼 噜 特 别 响 ， 不 知 道 怎 么 回 事 ， 需 要 给 与 解 达 ， 是 否 需 要 手 术 治 疗 ？	O B E B E O O B I E B E B E O B E O O B E O B E B E B E B E O
近 三 年 来 一 直 肠 道 不 好 ， 便 秘 腹 泻 交 替 ， 之 前 胃 部 有 过 幽 门 螺 旋 杆 菌 感 染 ， 已 治 愈 。	O B E O B E B E B E O B E B E B E O B E B E B E B I I I I E B E O O B E O
这 次 做 了 肠 镜 检 查 ， 摘 了 一 块 做 了 病 理 ，	B E B E B E B E O B E B E B E B E O
结 果 如 图 所 示 。	B E B E B E O
疾 病 :	B E O
扩 张 型 心 肌 病 ， 肺 动 脉 轻 度 高 压	B I E B I E O B I E B E B E
用 药 情 况 ：	B E B E O
服 用 说 明 ： 每 天 2 次 每 次 八 分 之 一 。	B E B E O B E O O B E B I I E O
吃 了 一 个 用 现 在 也 停 了 ， 看 情 况 服 用 。	O O B E O B E O B E O O B E B E O
药 物 名 称 ： 双 克	B E B E O B E
服 用 说 明 ： 每 天 2 次 每 次 十 分 之 一 吃 了 一 个 月 ， 现 在 暂 停 服 用 ， 看 情 况 在 吃 。	B E B E O B E O O B E B I I E O O O O O O B E B E B E O O B E B E O
药 物 名 称 ： 倍 他 乐 克	B E B E O B I I E
药 物 名 称 ： 卡 托 普 利 片	B E B E O B I I I E
药 物 名 称 ： 左 卡 尼 汀	B E B E O B I I E
服 用 说 明 ： 5 m 1 ／ 次 1 天 2 次 ，	B E B E O O B I E O O O O O O
药 物 名 称 ： 地 高 辛	B E B E O B I E
病 情 描 述 ：	B E B E O
4 个 半 月 因 咳 嗽 去 医 院 检 查 出 有 心 功 能 不 全 ， 诊 断 为 心 肌 炎 在 医 院 住 院 六 天 没 有 什 么 效 果 后 自 已 要 求 转 院 去 南 京 儿 童 医 院 诊 断 为 重 症 肺 炎 ，	O O B E O B E O B E B E O O B I E B E O B E O B I E O B E B E B E B E B E B E O B E B E B E O B I I I I E B E O B I I E O
心 功 能 不 全 ， 心 肌 炎 ， 心 肌 病 ？	B I I I E O B I E O B I E O
住 院 治 疗 半 个 月 后 出 院 。	B E B E B I E O B E O
2 月 l 号 去 复 查 左 心 3 8 ， E F 3 5 。	O O O O O B E B E B E O B E B E O
南 京 儿 童 医 院 秦 玉 明 主 任 诊 断 为 扩 张 型 心 肌 病 。	B I I I I E B I E B E B E O B I E B I E O
用 药 治 疗 。	B E B E O
希 望 医 生 得 到 的 帮 助 ：	B E B E B E O B E O
跪 求 大 夫 帮 我 看 看 该 如 何 治 疗 。	B E B E O O B E O B E B E O
现 在 还 有 点 咳 嗽 去 医 院 看 了 医 生 给 开 了 药 回 来 吃 。	B E B E O B E O B E B E B E O O O O B E O O
吃 过 波 生 坦 三 天 后 ， 感 觉 脸 部 发 热 发 胀 ， 精 神 不 振 。	B E B I E B E O O B E B E B E B E O B E B E O
睡 觉 经 常 打 呼 噜	B E B E O B E
右 上 腹 部 绞 痛 反 复 发 作 ， 有 时 十 天 发 作 2 - 3 次 ， 痛 时 需 要 医 院 打 曲 马 多 ， 多 次 彩 超 : 胆 囊 壁 厚 ， 壁 上 小 结 晶 ， 炎 性 息 肉 。	O B I E B E B E B E O B E B E B E B I E O O B E B E B E O B I E O B E B E O B I I E O B E B I E O B E B E O
胃 镜 : 浅 表 性 胃 炎 ，	B E O B I I I E O
发 作 时 肝 功 能 : A L T 6 0 u / l ， 昨 日 就 诊 : 腹 平 软 ， 肝 区 轻 压 痛 ， 墨 菲 氏 阳 性 。	B I E B I E O B I E B E B I E O B E B E O O O O O B E B I E O B I E B E O
正 规 治 疗 （ 住 院 输 液 十 天 、 口 服 利 胆 药 物 半 年 ） ，	B E B E O B E B E B E O B E B E B E B E O O
上 周 江 苏 省 人 民 医 院 彩 超 : 胆 囊 壁 呈 双 层 增 厚 ， 囊 内 透 声 差 ， 见 慧 尾 征 ， 当 地 医 院 怀 疑 s o d ， 今 日 本 地 医 院 胃 镜 : 胃 窦 炎 ，	B E B I I I I I E B E O B I E O B E B E O B E B E O O O B I E O B I I E B E B I E O B E B E B E B E O B I E O
胃 息 肉 ， h p : +	B I E O B E O O
右 腹 部 疼 二 十 多 天 ， 没 有 发 烧 ， 化 验 血 象 高 ， 脚 肿 ， 住 院 C T 有 胸 腔 积 液 ，	O B E O B I E O O B E B E O B E B I E O B E O B E B E O B I I E O
通 过 透 视 发 现 一 侧 胸 腔 积 液 另 一 侧 钙 化 ， 没 有 明 显 咳 簌 ， 有 一 点 点 胸 疼 。	B E B E B E B E B I I E O B E B E O B E B E B E O O B I E B E O
询 问 发 病 诱 因 ， 怎 么 引 起 的 胸 腔 积 液 ？	B E B E B E O B E B E O B I I E O
病 因 医 院 没 弄 清 楚 。	B E B E O O B E O
去 年 8 月 份 开 始 看 的 ， 当 时 就 2 . 多 左 右 的 水 ， 然 后 就 说 不 能 抽 抽 出 一 点 做 了 个 化 验 ，	B E O O O B E O O O B E O O B E B E O O O B E O O B E O B E B E B E O B E O
住 院 输 液 半 个 月 然 后 就 吃 药 ， 利 福 平 ， 异 烟 肼 ， 乙 胺 丁 醇	B E B E B E O B E O B E O B I E O B I E O B I I E
感 觉 最 近 有 点 复 发 的 状 态	B E B E B E B E O B E
大 夫 你 好 我 的 肚 子 不 舒 服 已 经 8 . 9 月 了 这 些 检 查 结 果 是 我 前 三 四 个 月 太 难 受 了 我 就 去 本 地 的 医 院 做 的 检 查 ， 去 检 查 了 大 夫 说 没 啥 大 问 题 就 说 是 慢 性 胃 炎 引 起 的 不 舒 服 ，	B E B E O O B E B I E B E O B E O O B E B E B E O O O B I I E B I E O O O O B E O B E B E B E O O B E O B E O B E O B E O O O O O O O B E O B I E O
可 是 我 吃 了 好 多 治 慢 性 胃 炎 的 药 中 药 西 药 我 都 吃 了 不 少 ， 后 来 又 看 过 好 几 个 大 夫 都 说 没 有 大 问 题 ， 有 的 说 还 是 慢 性 胃 炎 引 起 的 ，	B E O B E B E O O O O O O O B E B E O O B E B E O B E O B E B I E B E O O B E B I E O B E O B E O O O O B E O O
有 的 说 是 体 内 湿 热 ， 有 的 说 是 脾 胃 不 和 等 等 ， 药 也 开 了 我 也 吃 了 好 长 一 段 时 间 就 是 没 效 果 啊 一 天 真 的 烦 透 了 每 天 肚 子 里 不 舒 服 啊 总 是 感 觉 上 腹 撑 的 很 要 么 就 觉 得 胀 气 的 很 有 时 候 还 有 些 烧 心 和 一 种 说 不 出 来 的 感 觉 ，	B E O O B E B E O B E O O O O B E B E O O O B E O O B E O O B E B E O O O B E O B E B E B I E B E B E O B I E O B E B E B E B E O B E O B E B E O O B I E B E O B E O B E O O B E O B E O
真 的 是 没 有 办 法 了 每 天 都 是 这 样 就 是 好 不 了 ， 大 夫 我 这 到 底 是 怎 么 了 是 哪 里 的 问 题 还 是 没 有 看 对 地 方 ， 请 大 夫 帮 帮 我 每 天 感 觉 上 腹 里 面 撑 的 很 感 觉 有 个 东 西 撑 在 里 面 似 的 ，	B E O B E B E O B E B E B E B E B I E O B E O B I E O B E O O B E O B E B E B E O O B E O O B E B I E B E B E B E B E O O O B E B E B E O O B E B E O
每 天 所 有 的 注 意 力 全 在 肚 子 上 面	B E B E O B I E O O B E B E
东 亭 医 院 C T 诊 断 胆 囊 炎 和 胆 结 石 。	B I I E B E B E B E O O B I E O
病 人 年 老 衰 ， 慢 性 病 较 大 。	B E B E O O B I E B E O
想 综 合 治 疗 。	O B E B E O
近 阶 段 重 点 是 胆 囊 炎 和 胆 结 石 ， 希 望 中 医 治 疗 。	B I E B E O B E O O B I E O B E B E B E O
没 家 族 史 觉 得 太 累 嗓 子 前 几 天 疼 然 后 胸 部 疼	O B I E B E B E B E B I E O B E B E O
我 爸 打 鼾 ， 声 音 特 别 大 ， 我 还 经 常 扁 桃 体 发 炎	O O O O O B E B E O O O O B E B I E O O
最 近 6 年 打 呼 噜 严 重	B E O O O B E B E
你 好 大 夫 ， 最 近 1 . 2 年 一 直 便 血 ， 早 期 是 鲜 红 色 ， 后 来 就 变 果 酱 样 ， 便 时 肛 门 疼 痛 ， 便 后 也 会 疼 痛 几 分 钟 ， 刚 开 始 看 鲜 红 色 以 为 是 痔 疮 ，	B E B E O B E B I E O B E B E O B E O B I E O B E O O B I E O B E B E B E O B E B E B E B I E O O B E O B I E B E O B E O
后 来 变 果 酱 色 ， 就 是 便 后 擦 试 时 呈 橙 色 样 ， 就 开 始 担 心 ， 于 是 于 今 年 7 月 份 做 了 一 次 肠 镜 ， 显 示 有 一 个 小 息 肉 ， 内 痔 不 严 重 ，	B E O B E O O B E B E B E O O B E O O O B E B E O B E O B E O B E B E B E B E O B E O B E B I E O B E O B E O
大 夫 怀 疑 是 溃 疡 性 结 肠 炎 ， 但 不 确 定 ， 开 了 一 些 药 ， 我 想 的 先 控 制 饮 食 开 始 ， 就 没 吃 ， 一 直 到 现 在 停 止 吃 刺 激 性 食 物 ，	B E B E O B E O B E O O O O B E O B E B E O O O B E O B E B E B E O O B E O B E O B E B E O B E O B E O
辣 椒 完 全 不 吃 ， 但 是 今 天 大 便 后 又 出 现 橙 色 便 ， 很 是 紧 张 ， 便 前 腹 痛 ， 便 时 还 是 明 显 肛 门 疼 痛 ， 不 知 道 我 这 是 什 么 情 况 ？	B E B E B E O B E B E B E O O B E B E O O O O B E O B E B E O B E B E B E B E B E O O B E O B E B E B E O
是 溃 疡 性 结 肠 炎 么 ？	O B E O B E O O O
还 需 要 做 什 么 检 查 ，	O B E O B E B E O
排 除 一 些 大 问 题 么 ？	B E B E O B E O O
如 果 不 是 那 出 血 的 原 因 是 什 么 呢 ？	B E B E O B E O B E O B E O O
胆 结 石 遗 传 、 主 要 是 睡 眠 不 好 、 但 现 在 没 有 反 应 但 结 石 在 长 大	B I E B E B I E O B E B E B E B E O O B E O B E O B E
发 病 时 心 跳 加 速 ， 全 身 出 汗 ， 难 受 ， 呼 吸 困 难 ， 皮 肤 明 显 没 有 血 色	B E O B E B E O B E B E O B E O B E B E O B E B E B E B E
这 两 天 出 现 左 侧 胸 口 疼 ， 去 医 院 拍 片 检 查 是 胸 膜 炎 ，	O B E B E B E B E O O O B E B E B E O B E O O
2 6 岁 ， 睡 觉 打 呼 噜 ， 还 挺 大 声 的 ， 影 响 到 另 一 半 睡 眠 。	B E O O B E O B E O O B E O O O B E O B I E B E O
平 时 喉 咙 吃 一 些 饼 干 ， 或 者 很 甜 的 东 西 ， 一 会 就 会 有 痰 ， 还 会 咳 几 声 ，	B E B E O B E B E O B E O O O B E O B E O O O O O B E O B E O
打 呼 是 不 是 和 喉 咙 有 关 系 ？	B E B I E O B E B I E O
以 前 不 怎 么 打 呼 噜 ， 现 在 打 呼 噜 影 响 到 了 家 人 的 休 息	B E O B E O B E O B E O B E B E O O B E O B E
出 国 体 检 说 肺 尖 胸 膜 不 规 则 增 厚 要 求 我 做 痰 培 养 我 于 9 月 6 日 拍 了 一 次 C T （ 附 件 有 C T 照 片 ） 医 生 说 没 问 题 于 是 去 痰 培 养 在 痰 培 养 结 束 当 天 9 月 2 0 日 又 拍 了 一 次 C T （ 附 件 有 C T 照 片 ） 还 是 没 问 题 但 是 痰 培 养 通 知 我 连 续 三 日 清 晨 的 痰 中 第 二 天 培 养 出 了 N T M 要 做 进 一 步 检 测 是 不 是 结 核 杆 菌	B E B E O O O B E O B E B E B E O O O B E O O O O O O B E B E B E B I E O B E B I E B E O B I E B E O O B E O O B E B E B E O O B E O O B E B E B E B I E O B E B E O B E O B E B E O B E B E O B E B E B E O O O B I E B E B E B I E O O B I E B E B I E B E B E
左 胸 左 后 背 痛 ， 贴 了 膏 药 能 缓 解 ， 不 贴 隔 一 天 又 痛 ， 吃 了 两 粒 头 孢 好 了 ， 今 天 做 了 胸 部 c t 结 果 是 轻 微 胸 膜 炎 和 轻 微 肺 气 肿	O O O O O O O B E B E O B E O O O O B E O O O B E B E B E B E O B E O O B E B E B E O B E B E O O B E B I E
感 冒 时 鼻 子 闲 疼 ， 睡 觉 打 呼 噜 ， 声 音 大 乱 。	B E O B E O O O B E O B E O B E O O O
体 检 说 有 肝 内 胆 管 结 石 ， 大 的 0 . 6 ， 但 没 说 具 体 位 置 建 议 去 大 医 院 检 查 。	B E O O O O B E B E O O O B I E O O O O B E B E B E O B I E B E O
目 前 没 有 症 状	B E B E B E
我 家 小 孩 今 年 6 岁 8 个 月 ， 一 直 心 率 偏 快 ， 平 时 在 1 0 0 左 右 ， 活 动 后 最 快 1 3 0 ， 她 自 己 没 有 什 么 不 舒 服 ， 跑 跳 什 么 没 问 题 ，	B E B E B E O O O B E O B E B E B E O B E O B I E B E O B E O B E B I E O O B E B E B E O B E O O O B E O B E O
没 有 心 慌 胸 闷 ， 所 以 一 直 也 没 在 意 ， 昨 天 给 她 做 了 个 心 肌 酶 谱 ， 发 现 乳 酸 脱 氢 酶 、 磷 酸 肌 酸 激 酶 、 a - 羟 汀 酸 脱 氢 酶 升 高 ，	B E B E B E O B E B E O O B E O B E O O B E O B E B E O B E B E B I E B I I I E B E B I I I I E B I E B E O
想 问 问 是 怎 么 回 事 ？	O B E O B E B E O
有 可 能 是 什 么 疾 病 ， 需 要 再 做 什 么 检 查 ？	O B E O B E B E O B E O O B E B E O
昨 天 做 心 肌 酶 谱 时 候 正 好 发 水 痘 第 二 天 ， 会 对 结 果 有 影 响 吗 ？	B E O B I E O B E B E O B E B E O O O O B E O B E O O
抽 血 检 查 的 当 天 正 好 是 发 水 痘 的 第 二 天 ，	B E B E O B E B E O O B E O B E O O
会 对 检 查 结 果 有 影 响 吗	O O B E B E O B E O
？	O
现 在 怀 孕 5 个 月 ！	B E B E O O O O
大 小 都 保 平 安	O O O O B E
前 一 个 月 吃 利 福 平 吡 嗪 酰 胺 乙 胺 丁 醇 （ 有 癫 痫 史 所 以 没 用 异 烟 肼 ）	O B E O O B I E B E B E B I E O B E B I E B E O O B I E O
第 二 个 月 由 于 导 致 通 风 吡 嗪 酰 胺 换 成 左 氧 氟 沙 星	B E O O B E B E B E B E B E B E B I I I E
第 三 个 月 由 于 过 敏 一 周 时 间 查 出 是 乙 胺 丁 醇 过 敏 现 在 吃 利 福 平 左 氧 氟 沙 星 （ 加 了 中 成 药 优 福 灵 ） 中 途 在 医 生 建 议 下 加 入 吡 嗪 酰 胺 0 . 7 5 隔 天 服 用 但 是 现 在 又 发 关 节 炎 所 以 吡 嗪 酰 胺 也 不 能 用 了 。	B E O O B E B E B E B E B E O B I I E B E B I E B I E B I I I E B I E B I E B I E B I E O B E B E O B E B E B E B I I E B E B E B E B E O O B E O B E B E B E O O O O O O
（ 目 前 的 效 果 是 不 错 的 体 重 有 增 加 ，	B I E O B E O B E O B E O B E O
饭 量 也 有 增 加 ， 咳 嗽 咳 痰 基 本 消 除 ， 就 是 药 物 有 反 应 ） 请 问 有 什 么 其 他 办 法 ？	B E B E B E O B E B E B E B E O B E B E O B E B I E O B E B E B E O
其 他 药 物 都 会 诱 发 癫 痫 ， 还 有 的 就 是 注 射 类 的 很 不 方 便 ，	B E B E B E B E B E O B I E B E B I E O O O B E O
如 果 是 两 种 不 会 产 生 耐 药 性 是 最 好 了 ？	B E O B E O O B E B E O O B E O O
一 个 星 期 前 的 晚 上 ， 用 了 三 根 艾 叶 热 水 泡 脚 ， 熏 脚 ， 第 二 天 早 上 起 床 就 发 现 呼 吸 困 难 ， 心 慌 ， 自 己 测 血 压 ， 偏 高 ， 胸 部 ，	B E B E O O B E O B E O O B E B E B E O B E O B E O B E B E O B E B E B E O B E O B E O B E O B E O B E O
脚 底 ， 手 板 心 发 热 厉 害 ， 尤 其 是 早 上 最 明 显 。	B E O B I E B E B E O B E O B E O B E O
实 在 难 以 忍 受 ， 多 次 去 医 院 检 查 ， 血 压 有 时 正 常 ， 有 时 偏 高 一 点 点 ， 心 电 图 也 大 致 正 常 。	B E O O B E O B E O B E B E O B E B E B E O B E B E B I E O B I E O B E B E O
血 常 规 等 各 项 化 验 ，	O B E O B E B E O
也 基 本 正 常 ， 就 是 有 点 点 炎 症 ， 晚 上 睡 觉 失 眠 多 梦 ， 这 种 症 状 一 直 持 续 了 一 个 星 期 了 ， 整 个 人 好 痛 苦 ， 希 望 医 生 能 帮 帮 我 ，	O B E B E O B E O B E B E O B E B E B E O O O B E B E B E B E O B E B E O O B I E O B E O B E B E O B E O O
让 我 尽 快 恢 复 。	O O B E B E O
